15/12/2023 11:50:53	"MAC Address"	"Vendor"	"SSID"	"Access Point Name"	"Connected AP"	"Signal Strength"	"Quality"	"Station Count"	"Frequency"	"Position"	"Info"	"Adapter"
15/12/2023 11:51:28	D0:4D:C6:F2:8C:30	""	"eduroam"	""	""	-87	22	"43"	"Ch 100 [5.500 GHz]"	""	"43 Stations, 11% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:ED:A0	""	"eduroam"	""	""	-68	72	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 34% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:FC:92	""	"TUD-facility"	""	""	-67	75	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:FC:91	""	"tudelft-dastud"	""	""	-67	75	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:C8:72	""	"TUD-facility"	""	""	-81	35	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 22% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:C8:71	""	"tudelft-dastud"	""	""	-82	33	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 22% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:C8:70	""	"eduroam"	""	""	-81	35	"7"	"Ch 48 [5.240 GHz]"	""	"7 Stations, 22% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:E9:B2	""	"TUD-facility"	""	""	-70	67	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:E9:B1	""	"tudelft-dastud"	""	""	-70	67	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:E9:B0	""	"eduroam"	""	""	-64	80	"30"	"Ch 100 [5.500 GHz]"	""	"30 Stations, 7% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5C:42:92	""	"TUD-facility"	""	""	-66	78	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5C:42:91	""	"tudelft-dastud"	""	""	-66	78	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 20% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5C:42:90	""	"eduroam"	""	""	-66	78	"23"	"Ch 64 [5.320 GHz]"	""	"23 Stations, 20% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:9D:F2	""	"TUD-facility"	""	""	-80	38	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:9D:F1	""	"tudelft-dastud"	""	""	-80	38	"0"	"Ch 108 [5.540 GHz]"	""	"0 Stations, 4% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:9D:F0	""	"eduroam"	""	""	-80	38	"15"	"Ch 108 [5.540 GHz]"	""	"15 Stations, 4% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:FC:90	""	"eduroam"	""	"Connected AP"	-66	80	"17"	"Ch 52 [5.260 GHz]"	""	"17 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:E5:52	""	"TUD-facility"	""	""	-77	46	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 17% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:E5:51	""	"tudelft-dastud"	""	""	-78	43	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 17% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5B:E5:50	""	"eduroam"	""	""	-73	60	"8"	"Ch 44 [5.220 GHz]"	""	"8 Stations, 22% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5C:42:81	""	"tudelft-dastud"	""	""	-64	80	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 46% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:61:E6:B1	""	"tudelft-dastud"	""	""	-86	24	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	52:C9:4E:D5:1E:56	""	"iPhone von Larissa"	""	""	-83	31	""	"Ch 6 [2.437 GHz]"	""	""	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:50:02	""	"TUD-facility"	""	""	-71	65	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 31% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:50:01	""	"tudelft-dastud"	""	""	-73	60	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 47% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:9D:E0	""	"eduroam"	""	""	-72	62	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 49% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:5C:3A:02	""	"TUD-facility"	""	""	-84	29	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 38% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:ED:A2	""	"TUD-facility"	""	""	-68	72	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 34% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:99:50	""	"eduroam"	""	""	-85	26	"38"	"Ch 48 [5.240 GHz]"	""	"38 Stations, 32% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:DD:E1	""	"tudelft-dastud"	""	""	-73	60	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 46% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:DD:E2	""	"TUD-facility"	""	""	-74	57	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 46% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:61:E6:B0	""	"eduroam"	""	""	-84	29	"12"	"Ch 40 [5.200 GHz]"	""	"12 Stations, 6% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	1C:28:AF:61:E6:B2	""	"TUD-facility"	""	""	-85	26	"0"	"Ch 40 [5.200 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:99:42	""	"TUD-facility"	""	""	-86	24	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 61% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	82:13:3B:51:EB:8C	""	"iPhone van Roos"	""	""	-75	53	""	"Ch 6 [2.437 GHz]"	""	""	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:FA:12	""	"TUD-facility"	""	""	-87	22	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:FA:11	""	"tudelft-dastud"	""	""	-86	24	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:FA:10	""	"eduroam"	""	""	-86	24	"45"	"Ch 52 [5.260 GHz]"	""	"45 Stations, 8% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:99:52	""	"TUD-facility"	""	""	-85	26	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 32% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:66:C1	""	"tudelft-dastud"	""	""	-77	46	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 38% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
15/12/2023 11:51:28	D0:4D:C6:F2:66:C0	""	"eduroam"	""	""	-75	53	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 47% Channel Utilization"	"Wi-Fi [Intel(R) Wireless-AC 9560 160MHz]"
